opcode_sequence,label
push pop xor push cmp nop add jmp pop call push cmp mov xor nop or sub pop add,1
and ret mov cmp xor cmp lea xor cmp nop add call cmp push lea,0
add nop or nop sub jmp or sub lea add lea lea,1
and or ret add lea nop and mov ret push nop sub call or,0
pop and xor lea add ret mov or add mov add lea pop sub ret ret push,1
ret and push add lea sub xor and sub pop jmp pop lea sub sub ret sub and call push,1
sub pop add or cmp ret call lea or nop pop call lea cmp sub sub lea call,1
ret and sub add mov or mov,0
add ret push xor add jmp add jmp and call or sub call jmp lea,1
ret mov mov push push add,0
sub and jmp add or call and lea and pop cmp lea nop nop or xor,0
and jmp mov mov pop mov xor pop jmp pop cmp add push ret push,1
nop call nop pop add lea push jmp nop add,0
and cmp call nop lea cmp and nop cmp xor pop and pop push sub push push,1
jmp call and or sub pop sub xor and and,0
lea nop add ret jmp mov sub mov sub mov add push and and,1
push cmp push add add and cmp cmp sub add and cmp add or,1
and nop and call cmp or cmp and ret and pop jmp add or add nop nop pop pop,0
or and pop and mov xor xor lea,1
nop mov ret xor mov mov mov ret push pop push nop lea and,1
pop sub ret xor push mov pop,0
cmp push push cmp and nop push call pop xor sub mov ret call call push or push,1
pop cmp mov pop mov add ret add ret call push sub call cmp and nop push cmp nop,1
sub sub pop or lea mov cmp pop call jmp jmp mov lea mov,1
lea call cmp xor mov ret,1
sub call or cmp call sub nop pop sub xor add,1
jmp sub and lea sub ret ret pop xor jmp pop sub xor cmp and or jmp,0
xor xor ret mov xor lea ret sub xor pop jmp sub xor pop xor,0
push pop push jmp xor cmp call add add ret,0
call or nop or nop pop pop or cmp ret add cmp xor cmp mov add,1
add push and pop and call pop nop mov or,0
nop cmp call mov or add sub push push jmp add nop lea or xor cmp nop sub,1
or mov call mov push and nop or,0
nop and push nop add nop lea or sub mov call,1
sub mov cmp and and push and mov,1
cmp xor xor pop or xor,1
or lea pop add and add push cmp call,1
cmp pop push add pop pop nop xor push,1
pop cmp nop pop mov add xor ret mov push xor pop or add ret call pop pop ret xor,1
call cmp ret pop or lea call or and call,1
or jmp nop and or cmp cmp pop pop push add and lea jmp pop pop ret jmp ret,1
lea add pop ret nop and nop pop cmp add xor and nop cmp pop or push,0
jmp or xor add xor nop lea cmp add push,1
sub xor and add add sub ret or add pop call or ret xor mov add add xor,1
xor xor lea sub and or sub or cmp lea pop pop,0
or and or xor sub push ret nop sub pop call mov,0
xor push push lea lea and nop push ret push or xor cmp ret xor push add,1
and ret cmp nop nop cmp ret add xor cmp push ret mov,1
push mov pop ret sub cmp lea jmp mov pop or call sub mov pop or,1
lea sub or ret cmp ret sub push and cmp sub xor nop call mov nop add call pop add,1
lea lea xor add push xor add pop lea cmp call jmp cmp,0
add or mov push sub nop nop nop,0
pop push add call xor add or jmp,0
ret pop and cmp or or xor add sub nop lea mov nop call pop,1
and nop lea nop add jmp and add pop lea and and lea lea ret or,0
push sub or xor ret push mov and,0
lea xor push or add nop mov lea ret sub or xor add lea ret nop lea xor xor,0
mov lea or lea add nop push jmp sub xor sub pop call mov,0
sub jmp and ret sub xor add ret push call mov mov nop push sub pop,0
or pop nop xor mov pop push and call,0
push jmp xor and ret and push sub add mov cmp cmp ret sub or mov ret push,0
mov or nop ret mov and xor add,0
sub sub ret sub lea push call ret push nop lea sub pop,1
mov jmp ret or xor and add xor and cmp ret,1
nop pop jmp call cmp nop xor or jmp xor add cmp cmp,0
nop mov sub lea or cmp lea mov sub jmp sub or add cmp add lea and pop jmp lea,0
push mov or jmp cmp pop pop cmp push jmp push pop xor pop call or jmp call lea jmp,1
mov sub mov cmp and push call add nop xor mov nop lea nop push pop lea cmp pop,0
and and jmp xor cmp and and call mov or nop nop call nop cmp add,1
and ret jmp jmp cmp call jmp mov xor call or jmp mov ret cmp and and push xor,1
push ret add add push call or jmp pop jmp lea cmp,0
or pop push lea ret cmp pop ret xor lea nop,0
cmp add jmp push ret sub,0
ret or or mov xor xor add pop call mov and pop add call,0
mov push and pop nop and and sub or or add pop add add jmp lea and sub jmp,1
call and ret lea pop call call push,1
jmp jmp add call and xor nop or sub sub or sub and and mov xor sub cmp,0
ret push ret pop push and xor push jmp xor push or jmp push pop call push and,1
push lea pop jmp lea ret pop or xor and cmp add sub,1
pop push jmp call jmp mov xor add and pop nop,1
xor nop lea call add ret push and sub sub mov and lea and jmp mov pop,0
call nop sub cmp lea lea jmp ret nop add xor add mov xor jmp xor mov or,0
lea push add xor lea pop and push xor ret pop and nop push or sub lea,0
cmp or jmp sub add and ret call jmp call ret jmp lea,1
add call pop lea nop mov add cmp nop call mov push cmp pop lea mov cmp call push push,1
xor pop cmp cmp sub and,0
mov add pop cmp add add push call pop call cmp mov xor mov lea,1
or push call push lea nop and and or nop ret sub sub pop,0
lea pop lea call sub pop pop cmp cmp ret call ret jmp jmp,0
xor push sub mov nop add push jmp xor nop lea cmp and xor nop nop jmp pop,0
or mov lea push ret call and xor mov push add add jmp cmp,0
ret ret and mov call pop nop cmp nop call or xor jmp lea sub jmp add lea pop or,1
push jmp and sub lea nop sub nop,0
cmp mov sub nop xor nop or call,0
mov push jmp xor push push,0
mov or jmp and add ret,1
jmp mov ret mov mov add sub jmp add ret lea mov sub sub,0
sub and lea cmp nop sub cmp sub ret,0
push or call ret or xor pop mov mov sub sub sub ret,0
cmp pop jmp nop call ret lea add lea lea xor push xor,1
lea call pop sub add ret or nop or ret push pop add push,0
pop sub or or ret nop jmp nop call sub lea ret sub nop,0
or lea cmp call push push pop and cmp lea call cmp mov ret nop add nop cmp cmp,1
and xor add ret lea mov lea push cmp lea push,1
nop mov jmp nop sub call push pop sub push or ret nop xor,1
add jmp ret sub or lea,0
jmp pop and push pop jmp lea,0
push push pop mov add and mov sub ret xor and ret push and ret add cmp add,0
mov mov pop xor push nop mov mov mov,0
and cmp call cmp push lea,1
nop and and mov pop cmp ret push call cmp ret,0
lea sub nop lea lea and jmp nop lea call cmp push cmp mov xor,0
xor add xor push mov pop and mov nop call pop,0
pop or lea or nop or mov mov sub,0
nop nop and lea ret ret jmp add sub cmp call and xor pop,0
jmp and and ret jmp xor lea jmp jmp lea add xor xor,1
and call call jmp mov nop push push push nop lea or sub,0
mov lea cmp or and lea ret nop jmp,0
or lea jmp nop sub sub and,1
ret ret cmp add push push,1
pop lea pop sub cmp pop nop add call mov or lea cmp pop and add call,1
lea lea sub nop call cmp sub nop jmp jmp mov or sub xor jmp call cmp or add nop,1
call sub call sub ret pop mov call add call mov sub xor sub push,0
lea mov jmp mov lea xor add or or mov mov or,0
or xor ret pop push call lea xor add lea sub add call,0
push jmp cmp jmp or lea mov or jmp lea sub jmp,1
sub mov call mov push call lea pop sub nop add or pop cmp xor xor pop,0
call mov pop push or or ret pop push pop and,0
xor and or push cmp or,1
call cmp pop pop ret push xor add ret pop push add cmp,1
jmp mov sub jmp mov add nop jmp pop mov sub push xor ret or and mov push,1
push push cmp sub ret cmp ret or or pop,0
sub lea pop or or jmp pop xor cmp pop jmp pop sub call xor,0
mov ret nop push add pop mov push or or add jmp push,1
add and mov push add add mov cmp or cmp mov,0
cmp mov pop mov and nop add mov jmp sub jmp or cmp lea xor,1
sub cmp nop or pop and or xor jmp nop ret,1
call or push pop pop lea mov and mov,0
cmp ret jmp mov or call nop jmp ret jmp sub and nop pop ret lea,0
sub lea sub and pop pop ret jmp jmp cmp,0
cmp mov nop call sub mov and nop ret push mov xor and pop,0
sub push and xor or push or nop ret call or nop jmp xor and jmp nop sub sub lea,0
pop mov lea or lea push lea sub xor ret cmp jmp push mov,0
xor cmp nop add or call push push cmp call xor xor sub pop or mov mov,0
and and lea xor or lea call,0
ret mov sub xor ret ret push add nop nop push xor lea xor call nop,1
push and and mov pop call nop jmp or mov xor call and pop xor xor sub sub sub or,1
ret add add pop nop add lea jmp mov add and add xor call jmp call lea ret,1
push cmp push mov nop nop call pop jmp and xor jmp and jmp sub,0
pop mov lea jmp or ret push sub nop nop call pop xor and,1
call jmp lea ret pop xor xor and jmp mov nop nop or ret cmp or add,0
call jmp mov ret add call push ret push,1
pop lea xor mov or push pop jmp push xor ret ret call mov ret mov mov pop,1
nop pop cmp jmp ret mov pop,0
ret lea pop add jmp and mov sub lea pop cmp xor cmp push,0
mov pop call and pop cmp ret nop,1
sub cmp and pop push sub call lea cmp,1
jmp call pop cmp cmp call sub add cmp pop and xor pop cmp mov push or and,0
call pop jmp and mov cmp lea call ret cmp sub cmp lea mov and xor push cmp,1
add push call sub add xor and ret mov cmp nop jmp push nop and,1
and call ret lea lea add nop mov,0
add xor or sub or sub nop or sub sub and and or jmp jmp nop,1
add jmp nop mov nop or xor and ret ret or add sub,0
pop jmp xor cmp xor cmp or lea nop or,0
mov nop pop lea add pop jmp call jmp jmp call nop pop add nop jmp nop and or or,0
pop xor push sub jmp push sub jmp add xor jmp,1
nop push add sub or ret mov jmp xor sub pop lea cmp and nop cmp nop call add lea,0
jmp ret xor sub or ret,1
mov ret or nop sub call pop ret,1
nop push and pop push nop pop or sub ret lea ret xor jmp or,1
xor jmp push jmp mov jmp add push jmp sub push call cmp nop pop and lea mov,0
or add pop mov sub or mov,1
or pop ret lea pop or nop jmp and cmp jmp and,0
ret pop pop lea lea or mov xor nop,1
ret nop add or push and and ret jmp nop and nop mov lea and,1
add xor call push and and sub,1
and push call or ret mov lea cmp and ret pop ret cmp cmp lea add add or,0
xor jmp call mov call nop,1
nop add nop push ret nop call sub and or cmp pop jmp,1
mov ret add push pop pop ret jmp push cmp sub and pop mov call mov nop lea and or,1
call call or cmp sub add cmp ret,1
call xor mov pop pop add lea lea mov add cmp cmp nop pop mov,1
cmp sub push nop sub jmp and,1
mov lea jmp lea push mov pop cmp and nop lea push jmp and ret call jmp,1
cmp add sub lea mov call nop lea cmp sub sub lea push ret cmp xor add sub call,0
add cmp nop jmp cmp jmp nop cmp and jmp,0
and push and or call lea,1
nop jmp jmp lea push xor add pop lea,1
or sub call xor jmp xor ret push call and ret add ret pop lea call sub nop xor pop,1
lea ret call sub jmp mov add cmp and sub,0
jmp jmp sub add lea and ret jmp cmp call lea cmp ret mov,0
add pop and call add sub add call lea lea pop pop jmp,0
push mov xor pop and nop and nop push,0
add jmp pop or add pop add and nop or or or nop,0
cmp ret or call or ret mov call xor sub jmp cmp cmp call xor xor,1
xor mov push add lea ret jmp ret mov pop cmp call add,0
nop xor cmp xor lea ret jmp call pop jmp pop sub sub,0
push mov call pop or lea add jmp ret ret call cmp lea push push nop or or push call,1
nop ret pop push call nop sub jmp xor call pop cmp lea ret mov,0
mov nop push lea sub pop nop mov and call jmp xor lea pop,0
and mov add lea sub and lea call,0
pop add add ret call mov pop xor or,1
xor and push pop push xor mov push cmp mov or call sub ret nop,1
or ret call ret lea cmp jmp or ret add lea call nop call nop lea cmp,0
lea xor and sub ret sub ret mov jmp and lea nop ret lea,1
lea and pop jmp jmp cmp cmp pop nop xor cmp,0
sub lea pop mov lea cmp or or cmp mov push sub ret pop lea,0
mov mov call jmp jmp sub,0
and cmp cmp mov add nop,0
xor push sub push and lea call and call lea add and cmp nop pop mov lea add,0
ret and cmp add push and ret add call jmp xor pop ret nop push jmp lea mov jmp nop,0
call xor jmp add call and xor mov add,1
nop sub sub push nop mov push lea add or xor and call lea xor jmp or,1
ret lea add mov push xor and push and cmp,0
push nop mov xor xor or call mov or mov,1
ret add jmp pop pop xor nop sub ret or or nop sub sub nop add,0
push xor xor xor nop nop,0
sub add pop cmp and cmp nop jmp lea sub sub call nop,0
or sub ret or call ret lea pop sub or cmp xor,0
mov add pop add push nop and call call add,1
xor jmp cmp or call and call pop xor mov mov ret sub and push call xor,0
pop cmp mov or and call nop pop,0
nop pop ret mov cmp ret lea lea jmp,0
mov mov sub add sub or pop pop add xor or sub xor or pop call pop call,0
cmp sub or lea or lea or cmp ret and ret lea jmp mov ret push call nop cmp,0
pop nop push pop add mov or call pop mov cmp mov ret jmp ret or push pop,1
lea xor lea and call sub push lea and add lea mov,0
push or sub lea cmp nop jmp add sub sub mov call pop or add lea mov,1
pop cmp lea call and ret add push ret xor call xor,0
xor call add call ret cmp add cmp jmp or nop and push,1
sub xor nop and pop cmp ret sub ret and push xor cmp and pop lea xor jmp ret,0
add or lea mov xor xor lea ret sub ret push lea lea and sub add cmp cmp nop sub,0
pop pop sub sub call nop,0
nop lea and push pop call or add nop sub jmp pop or,0
jmp or nop pop nop or jmp jmp lea and ret,0
or pop ret push or sub add push pop cmp nop,1
or and mov xor call nop lea and xor xor cmp add cmp cmp jmp xor cmp cmp,0
sub add lea nop cmp mov lea,1
nop xor lea push jmp call call cmp or cmp call and and nop nop jmp push,1
and cmp cmp lea nop and ret add lea nop or or,1
ret pop pop push nop add lea mov pop push add add lea,0
add or pop lea pop push sub nop mov nop or add jmp,0
call push jmp and sub call push cmp call and sub xor nop push,1
xor lea jmp pop mov call sub xor and jmp sub push or add,0
push pop cmp cmp add nop mov call ret nop,0
nop add mov ret sub and lea lea nop and cmp lea lea ret call jmp sub mov ret or,1
pop pop jmp add push nop cmp lea,1
xor pop add and call jmp sub ret sub add,0
add call jmp ret ret xor lea,0
ret mov call call push xor cmp jmp lea call or xor lea,1
nop call and pop xor call,0
add add add ret cmp jmp nop,1
xor mov push or lea xor ret call,1
xor ret ret mov add lea sub or ret call sub call nop cmp jmp or push or jmp,1
add sub xor xor mov call and push pop push ret cmp lea call cmp push jmp,0
lea mov push jmp xor and lea jmp lea cmp ret xor jmp ret lea and mov ret nop,1
nop sub and xor cmp xor pop nop jmp lea jmp mov nop xor jmp sub lea,0
nop jmp add xor sub sub mov cmp call nop lea,1
jmp and and ret pop ret cmp xor jmp sub and and pop cmp push nop or,0
add sub call nop lea and xor and and add jmp xor sub,0
pop mov xor nop cmp pop ret ret sub cmp,0
jmp xor and jmp and lea nop pop,0
nop nop jmp mov push xor push call ret or or add xor call lea xor sub jmp push,0
nop xor lea and sub jmp mov lea lea or jmp and lea ret and,0
or pop sub sub or sub,1
xor or mov nop and lea xor nop push mov cmp nop ret nop xor,0
ret lea call add add ret nop sub push,1
add or call or call jmp or push or or push,1
call push or call or nop or add and,1
lea pop or ret lea and push push jmp and cmp nop cmp call and,1
mov push jmp pop call push lea or xor xor pop,0
cmp cmp call call sub cmp sub ret pop xor push sub or push ret ret cmp xor cmp mov,0
xor lea pop or or sub ret call pop push ret add nop add,0
push push ret or and ret ret pop call xor sub lea add sub call sub ret mov,0
xor pop call call pop sub xor push or lea lea or call xor call lea xor pop,1
call ret add pop xor or mov add sub cmp cmp add pop call,1
cmp or add and pop pop or ret pop and and cmp call nop xor push,1
nop push xor mov cmp cmp,0
or xor add pop ret nop mov cmp ret pop lea cmp call push or pop add,0
push sub nop pop xor and and ret,0
xor and ret nop lea sub pop and mov,0
mov call or push call ret ret jmp and ret and add call push jmp mov or or and,0
push lea push cmp mov jmp mov or or jmp cmp,1
ret add and ret and xor jmp jmp nop,0
add jmp sub and lea jmp nop call sub,1
push cmp push sub pop lea jmp and ret cmp pop lea cmp nop nop cmp,1
